t,fe0,fe3,x,y,z,b,vel,spindle_on,spindle_rpm
166.856,-0.005000,-0.000600,-3729.3650,-1155.6800,-159.2489,56313.439,0.6350,1,5675
167.057,-0.005000,-0.000600,-3729.3650,-1155.5480,-159.2489,56323.181,0.6350,1,5675
167.257,-0.005000,-0.000600,-3729.3650,-1155.4200,-159.2489,56333.022,0.6350,1,5675
167.458,0.000000,-0.000600,-3729.3700,-1155.2960,-159.2489,56342.333,0.6350,1,5675
167.658,-0.005000,-0.000600,-3729.3650,-1155.1680,-159.2489,56352.077,0.6350,1,5675
167.858,-0.005000,-0.000600,-3729.3650,-1155.0400,-159.2489,56361.726,0.6350,1,5675
168.059,-0.005000,-0.000600,-3729.3650,-1154.9120,-159.2502,56371.517,0.6350,1,5675
168.259,0.000000,-0.000600,-3729.3700,-1154.7840,-159.2528,56381.021,0.6350,1,5675
168.460,-0.005000,-0.000600,-3729.3650,-1154.6600,-159.2540,56390.478,0.6350,1,5675
168.661,-0.010000,-0.005600,-3729.3600,-1154.5280,-159.2515,56400.270,0.6350,1,5675
168.862,-0.010000,-0.005600,-3729.3600,-1154.4000,-159.2464,56409.820,0.6350,1,5675
169.063,-0.005000,-0.005600,-3729.3650,-1154.2720,-159.2477,56419.613,0.6350,1,5675
169.264,-0.005000,-0.000600,-3729.3650,-1154.1520,-159.2502,56428.925,0.6350,1,5675
169.464,0.000000,-0.000600,-3729.3700,-1154.0240,-159.2528,56438.621,0.6350,1,5675
169.665,0.000000,-0.000600,-3729.3700,-1153.9000,-159.2540,56448.317,0.6350,1,5675
169.866,0.000000,-0.000600,-3729.3700,-1153.7680,-159.2553,56458.205,0.6350,1,5675
170.067,0.000000,-0.000600,-3729.3700,-1153.6400,-159.2553,56467.661,0.6350,1,5675
170.267,0.005000,-0.000600,-3729.3750,-1153.5120,-159.2566,56477.453,0.6350,1,5675
170.467,0.005000,-0.005600,-3729.3750,-1153.3880,-159.2566,56486.862,0.6350,1,5675
170.668,0.005000,-0.000600,-3729.3750,-1153.2600,-159.2566,56496.607,0.6350,1,5675
170.869,0.005000,-0.005600,-3729.3750,-1153.1360,-159.2566,56506.062,0.6350,1,5675
171.069,0.010000,-0.000600,-3729.3800,-1153.0080,-159.2578,56515.902,0.6350,1,5675
171.270,0.005000,-0.000600,-3729.3750,-1152.8840,-159.2591,56525.646,0.6350,1,5675
171.471,0.005000,-0.005600,-3729.3750,-1152.7560,-159.2578,56534.956,0.6350,1,5675
171.671,0.005000,-0.000600,-3729.3750,-1152.6240,-159.2578,56544.702,0.6350,1,5675
171.872,0.005000,-0.000600,-3729.3750,-1152.4960,-159.2578,56554.543,0.6350,1,5675
172.073,0.005000,-0.000600,-3729.3750,-1152.3720,-159.2578,56563.901,0.6350,1,5675
172.276,0.000000,-0.005600,-3729.3700,-1152.2360,-159.2553,56573.645,0.6350,1,5675
172.477,0.000000,-0.000600,-3729.3700,-1152.1080,-159.2566,56583.437,0.6350,1,5675
172.677,0.005000,-0.000600,-3729.3750,-1151.9840,-159.2578,56593.181,0.6350,1,5675
172.878,0.005000,-0.000600,-3729.3750,-1151.8600,-159.2591,56602.446,0.6350,1,5675
173.078,0.005000,-0.000600,-3729.3750,-1151.7320,-159.2578,56612.141,0.6350,1,5675
173.279,0.005000,-0.000600,-3729.3750,-1151.6080,-159.2578,56621.933,0.6350,1,5675
173.479,0.005000,-0.000600,-3729.3750,-1151.4800,-159.2578,56631.677,0.6350,1,5675
173.680,0.005000,-0.000600,-3729.3750,-1151.3560,-159.2591,56640.942,0.6350,1,5675
173.880,0.005000,0.004400,-3729.3750,-1151.2280,-159.2578,56650.734,0.6350,1,5675
174.081,0.005000,0.004400,-3729.3750,-1151.0960,-159.2578,56660.526,0.6350,1,5675
174.282,0.005000,0.004400,-3729.3750,-1150.9720,-159.2578,56669.886,0.6350,1,5675
174.483,0.005000,0.004400,-3729.3750,-1150.8360,-159.2578,56679.773,0.6350,1,5675
174.685,0.005000,0.004400,-3729.3750,-1150.7160,-159.2591,56689.279,0.6350,1,5675
174.886,0.005000,0.004400,-3729.3750,-1150.5920,-159.2578,56698.638,0.6350,1,5675
175.087,0.010000,0.009400,-3729.3800,-1150.4560,-159.2591,56708.765,0.6350,1,5675
175.290,0.005000,0.004400,-3729.3750,-1150.3280,-159.2578,56718.510,0.6350,1,5675
175.493,0.005000,0.004400,-3729.3750,-1150.1960,-159.2578,56728.302,0.6350,1,5675
175.696,0.005000,0.009400,-3729.3750,-1150.0720,-159.2578,56737.613,0.6350,1,5675
175.900,0.005000,0.004400,-3729.3750,-1149.9440,-159.2578,56747.405,0.6350,1,5675
176.101,0.005000,0.004400,-3729.3750,-1149.8120,-159.2578,56757.245,0.6350,1,5675
176.302,-0.005000,0.004400,-3729.3650,-1149.6840,-159.2553,56766.654,0.6350,1,5675
176.503,-0.005000,0.004400,-3729.3650,-1149.5520,-159.2540,56776.689,0.6350,1,5675
176.705,0.000000,0.009400,-3729.3700,-1149.4240,-159.2553,56786.383,0.6350,1,5675
176.907,0.000000,0.004400,-3729.3700,-1149.3040,-159.2553,56795.792,0.6350,1,5675
177.108,0.005000,0.004400,-3729.3750,-1149.1760,-159.2566,56805.728,0.6350,1,5675
177.309,0.005000,0.004400,-3729.3750,-1149.0480,-159.2566,56815.466,0.6350,1,5675
177.510,0.010000,0.004400,-3729.3800,-1148.9240,-159.2578,56824.783,0.6350,1,5675
177.711,0.005000,0.004400,-3729.3750,-1148.7960,-159.2578,56834.428,0.6350,1,5675
177.911,0.005000,0.004400,-3729.3750,-1148.6680,-159.2578,56844.221,0.6350,1,5675
178.112,0.005000,-0.000600,-3729.3750,-1148.5360,-159.2566,56854.012,0.6350,1,5675
178.312,0.005000,-0.000600,-3729.3750,-1148.4160,-159.2578,56863.230,0.6350,1,5675
178.513,0.005000,0.004400,-3729.3750,-1148.2880,-159.2578,56872.974,0.6350,1,5675
178.714,0.005000,0.004400,-3729.3750,-1148.1560,-159.2591,56882.812,0.6350,1,5675
178.915,0.005000,0.004400,-3729.3750,-1148.0320,-159.2578,56892.126,0.6350,1,5675
179.116,0.005000,0.004400,-3729.3750,-1147.9000,-159.2578,56902.061,0.6350,1,5675
179.317,0.005000,0.004400,-3729.3750,-1147.7760,-159.2578,56911.468,0.6350,1,5675
179.517,0.005000,0.004400,-3729.3750,-1147.6480,-159.2578,56921.215,0.6350,1,5675
179.718,0.000000,0.004400,-3729.3700,-1147.5160,-159.2566,56930.957,0.6350,1,5675
179.918,0.005000,0.004400,-3729.3750,-1147.3960,-159.2578,56940.413,0.6350,1,5675
180.120,0.005000,0.009400,-3729.3750,-1147.2640,-159.2578,56950.300,0.6350,1,5675
180.321,0.010000,0.009400,-3729.3800,-1147.1360,-159.2578,56959.999,0.6350,1,5675
180.521,0.005000,0.004400,-3729.3750,-1147.0120,-159.2578,56969.451,0.6350,1,5675
180.722,0.010000,0.009400,-3729.3800,-1146.8840,-159.2591,56979.197,0.6350,1,5675
180.923,0.005000,0.004400,-3729.3750,-1146.7600,-159.2578,56988.511,0.6350,1,5675
181.124,0.005000,0.009400,-3729.3750,-1146.6280,-159.2591,56998.302,0.6350,1,5675
181.324,0.005000,0.004400,-3729.3750,-1146.5040,-159.2578,57007.759,0.6350,1,5675
181.525,0.005000,0.004400,-3729.3750,-1146.3760,-159.2591,57017.454,0.6350,1,5675
181.726,0.005000,0.009400,-3729.3750,-1146.2440,-159.2591,57027.438,0.6350,1,5675
181.927,0.005000,0.009400,-3729.3750,-1146.1200,-159.2578,57036.750,0.6350,1,5675
182.128,0.005000,0.009400,-3729.3750,-1145.9880,-159.2591,57046.732,0.6350,1,5675
182.329,0.005000,0.009400,-3729.3750,-1145.8640,-159.2591,57056.335,0.6350,1,5675
182.530,0.010000,0.009400,-3729.3800,-1145.7360,-159.2591,57066.029,0.6350,1,5675
182.731,0.005000,0.004400,-3729.3750,-1145.6120,-159.2591,57075.342,0.6350,1,5675
182.934,0.005000,0.004400,-3729.3750,-1145.4760,-159.2578,57085.422,0.6350,1,5675
183.135,0.010000,0.009400,-3729.3800,-1145.3560,-159.2591,57094.782,0.6350,1,5675
183.336,0.005000,0.004400,-3729.3750,-1145.2240,-159.2578,57104.621,0.6350,1,5675
183.537,0.005000,0.004400,-3729.3750,-1145.0920,-159.2578,57114.414,0.6350,1,5675
183.738,0.000000,-0.000600,-3729.3700,-1144.9560,-159.2553,57123.917,0.6350,1,5675
183.938,0.000000,-0.000600,-3729.3700,-1144.8320,-159.2553,57133.326,0.6350,1,5675
184.139,0.005000,0.004400,-3729.3750,-1144.7160,-159.2578,57142.877,0.6350,1,5675
184.341,0.005000,0.009400,-3729.3750,-1144.5840,-159.2591,57153.007,0.6350,1,5675
184.544,0.010000,0.009400,-3729.3800,-1144.4560,-159.2591,57162.559,0.6350,1,5675
184.744,0.005000,0.004400,-3729.3750,-1144.3280,-159.2591,57172.397,0.6350,1,5675
184.945,0.005000,0.004400,-3729.3750,-1144.2040,-159.2591,57181.757,0.6350,1,5675
185.146,0.005000,0.004400,-3729.3750,-1144.0720,-159.2591,57191.599,0.6350,1,5675
185.347,0.005000,0.004400,-3729.3750,-1143.9440,-159.2591,57201.199,0.6350,1,5675
185.548,0.010000,0.004400,-3729.3800,-1143.8240,-159.2591,57210.556,0.6350,1,5675
185.749,0.010000,0.004400,-3729.3800,-1143.6920,-159.2578,57220.446,0.6350,1,5675
185.950,0.005000,0.004400,-3729.3750,-1143.5600,-159.2578,57230.144,0.6350,1,5675
186.151,0.005000,0.004400,-3729.3750,-1143.4280,-159.2578,57239.838,0.6350,1,5675
186.354,0.005000,0.004400,-3729.3750,-1143.2960,-159.2578,57249.347,0.6350,1,5675
186.555,0.005000,-0.000600,-3729.3750,-1143.1680,-159.2578,57258.989,0.6350,1,5675
186.756,0.005000,-0.000600,-3729.3750,-1143.0400,-159.2566,57268.830,0.6350,1,5675
186.958,0.005000,-0.000600,-3729.3750,-1142.9160,-159.2553,57278.188,0.6350,1,5675
187.159,0.000000,-0.005600,-3729.3700,-1142.7840,-159.2528,57287.933,0.6350,1,5675
187.359,-0.005000,-0.005600,-3729.3650,-1142.6520,-159.2502,57297.869,0.6350,1,5675
187.560,-0.005000,-0.000600,-3729.3650,-1142.5320,-159.2489,57307.276,0.6350,1,5675
187.763,-0.005000,-0.005600,-3729.3650,-1142.4080,-159.2489,57316.780,0.6350,1,5675
187.964,-0.005000,-0.005600,-3729.3650,-1142.2800,-159.2489,57326.524,0.6350,1,5675
188.167,-0.005000,-0.005600,-3729.3650,-1142.1480,-159.2477,57336.414,0.6350,1,5675
188.370,-0.005000,-0.005600,-3729.3650,-1142.0200,-159.2477,57346.063,0.6350,1,5675
188.572,-0.005000,-0.000600,-3729.3650,-1141.8880,-159.2477,57355.998,0.6350,1,5675
188.775,-0.005000,-0.000600,-3729.3650,-1141.7600,-159.2477,57365.644,0.6350,1,5675
188.976,-0.010000,-0.000600,-3729.3600,-1141.6320,-159.2477,57375.151,0.6350,1,5675
189.176,-0.005000,-0.000600,-3729.3650,-1141.5000,-159.2489,57385.135,0.6350,1,5675
189.379,-0.005000,-0.000600,-3729.3650,-1141.3800,-159.2489,57394.349,0.6350,1,5675
189.582,-0.005000,-0.000600,-3729.3650,-1141.2520,-159.2489,57404.241,0.6350,1,5675
189.784,-0.005000,0.004400,-3729.3650,-1141.1200,-159.2489,57413.981,0.6350,1,5675
189.985,-0.005000,0.004400,-3729.3650,-1140.9960,-159.2502,57423.533,0.6350,1,5675
190.186,-0.005000,0.004400,-3729.3650,-1140.8640,-159.2515,57433.326,0.6350,1,5675
190.387,-0.005000,0.004400,-3729.3650,-1140.7400,-159.2528,57443.164,0.6350,1,5675
190.589,-0.005000,0.004400,-3729.3650,-1140.6120,-159.2540,57452.865,0.6350,1,5675
190.790,-0.005000,0.004400,-3729.3650,-1140.4920,-159.2566,57462.172,0.6350,1,5675
190.992,-0.005000,0.004400,-3729.3650,-1140.3640,-159.2591,57471.918,0.6350,1,5675
191.193,-0.005000,0.004400,-3729.3650,-1140.2320,-159.2578,57481.709,0.6350,1,5675
191.393,-0.010000,-0.000600,-3729.3600,-1140.1080,-159.2578,57491.118,0.6350,1,5675
191.594,-0.005000,0.004400,-3729.3650,-1139.9760,-159.2591,57500.909,0.6350,1,5675
191.796,-0.005000,0.004400,-3729.3650,-1139.8520,-159.2578,57510.414,0.6350,1,5675
191.997,0.000000,0.009400,-3729.3700,-1139.7240,-159.2591,57520.206,0.6350,1,5675
192.197,0.000000,0.009400,-3729.3700,-1139.5960,-159.2604,57529.949,0.6350,1,5675
192.398,0.005000,0.009400,-3729.3750,-1139.4680,-159.2591,57539.740,0.6350,1,5675
192.599,0.010000,0.009400,-3729.3800,-1139.3480,-159.2591,57548.911,0.6350,1,5675
192.800,0.005000,0.009400,-3729.3750,-1139.2120,-159.2591,57558.894,0.6350,1,5675
193.000,0.010000,0.009400,-3729.3800,-1139.0840,-159.2604,57568.590,0.6350,1,5675
193.201,0.010000,0.009400,-3729.3800,-1138.9640,-159.2604,57577.901,0.6350,1,5675
193.403,0.010000,0.014400,-3729.3800,-1138.8320,-159.2604,57587.694,0.6350,1,5675
193.603,0.010000,0.014400,-3729.3800,-1138.7080,-159.2604,57597.437,0.6350,1,5675
193.804,0.010000,0.009400,-3729.3800,-1138.5840,-159.2604,57606.802,0.6350,1,5675
194.006,0.010000,0.009400,-3729.3800,-1138.4520,-159.2604,57616.736,0.6350,1,5675
194.207,0.010000,0.014400,-3729.3800,-1138.3200,-159.2604,57626.574,0.6350,1,5675
194.408,0.010000,0.009400,-3729.3800,-1138.1960,-159.2604,57636.077,0.6350,1,5675
194.609,0.005000,0.009400,-3729.3750,-1138.0680,-159.2591,57645.583,0.6350,1,5675
194.812,0.010000,0.009400,-3729.3800,-1137.9400,-159.2604,57655.517,0.6350,1,5675
195.012,0.010000,0.014400,-3729.3800,-1137.8160,-159.2604,57664.926,0.6350,1,5675
195.213,0.010000,0.009400,-3729.3800,-1137.6840,-159.2604,57674.766,0.6350,1,5675
195.413,0.010000,0.009400,-3729.3800,-1137.5600,-159.2591,57684.080,0.6350,1,5675
195.614,0.005000,0.009400,-3729.3750,-1137.4280,-159.2591,57694.015,0.6350,1,5675
195.814,0.010000,0.009400,-3729.3800,-1137.3040,-159.2591,57703.373,0.6350,1,5675
196.015,0.010000,0.004400,-3729.3800,-1137.1760,-159.2591,57713.118,0.6350,1,5675
196.216,0.005000,0.004400,-3729.3750,-1137.0440,-159.2591,57722.910,0.6350,1,5675
196.418,0.010000,0.009400,-3729.3800,-1136.9160,-159.2591,57732.654,0.6350,1,5675
196.618,0.005000,0.004400,-3729.3750,-1136.7920,-159.2578,57741.964,0.6350,1,5675
196.819,0.010000,0.004400,-3729.3800,-1136.6600,-159.2578,57751.856,0.6350,1,5675
197.019,0.005000,0.004400,-3729.3750,-1136.5360,-159.2578,57761.261,0.6350,1,5675
197.220,0.005000,0.004400,-3729.3750,-1136.4080,-159.2578,57770.957,0.6350,1,5675
197.420,0.005000,0.004400,-3729.3750,-1136.2800,-159.2578,57780.749,0.6350,1,5675
197.623,0.005000,0.009400,-3729.3750,-1136.1480,-159.2578,57790.589,0.6350,1,5675
197.823,0.005000,0.004400,-3729.3750,-1136.0240,-159.2578,57799.998,0.6350,1,5675
198.024,0.010000,0.009400,-3729.3800,-1135.8920,-159.2578,57809.838,0.6350,1,5675
198.224,0.005000,0.004400,-3729.3750,-1135.7680,-159.2578,57819.152,0.6350,1,5675
198.425,0.005000,0.004400,-3729.3750,-1135.6360,-159.2566,57828.988,0.6350,1,5675
198.626,0.005000,0.004400,-3729.3750,-1135.5080,-159.2553,57838.541,0.6350,1,5675
198.828,0.000000,0.004400,-3729.3700,-1135.3800,-159.2553,57848.094,0.6350,1,5675
199.028,0.005000,0.004400,-3729.3750,-1135.2520,-159.2553,57857.840,0.6350,1,5675
199.232,0.000000,0.004400,-3729.3700,-1135.1200,-159.2553,57867.629,0.6350,1,5675
199.436,0.000000,0.004400,-3729.3700,-1134.9920,-159.2553,57877.185,0.6350,1,5675
199.637,-0.005000,0.004400,-3729.3650,-1134.8600,-159.2553,57887.068,0.6350,1,5675
199.837,-0.005000,0.004400,-3729.3650,-1134.7400,-159.2566,57896.524,0.6350,1,5675
200.038,-0.005000,0.004400,-3729.3650,-1134.6080,-159.2578,57906.366,0.6350,1,5675
200.239,-0.005000,0.004400,-3729.3650,-1134.4840,-159.2578,57915.676,0.6350,1,5675
200.446,-0.005000,0.004400,-3729.3650,-1134.3480,-159.2591,57925.996,0.6350,1,5675
200.649,-0.005000,0.004400,-3729.3650,-1134.2160,-159.2578,57935.840,0.6350,1,5675
200.859,-0.010000,0.004400,-3729.3600,-1134.0840,-159.2578,57945.773,0.6350,1,5675
201.060,-0.005000,0.004400,-3729.3650,-1133.9600,-159.2591,57955.134,0.6350,1,5675
201.260,-0.005000,0.004400,-3729.3650,-1133.8320,-159.2578,57965.022,0.6350,1,5675
201.462,-0.005000,0.004400,-3729.3650,-1133.7120,-159.2578,57974.525,0.6350,1,5675
201.663,0.000000,0.004400,-3729.3700,-1133.5840,-159.2578,57984.172,0.6350,1,5675
201.866,0.000000,-0.000600,-3729.3700,-1133.4520,-159.2591,57994.062,0.6350,1,5675
202.069,0.000000,-0.000600,-3729.3700,-1133.3240,-159.2578,58003.757,0.6350,1,5675
202.270,-0.005000,-0.005600,-3729.3650,-1133.1920,-159.2553,58013.645,0.6350,1,5675
202.471,0.000000,-0.000600,-3729.3700,-1133.0720,-159.2591,58023.106,0.6350,1,5675
202.675,0.005000,0.004400,-3729.3750,-1132.9400,-159.2578,58032.992,0.6350,1,5675
202.877,0.005000,0.004400,-3729.3750,-1132.8160,-159.2578,58042.347,0.6350,1,5675
203.078,0.005000,0.004400,-3729.3750,-1132.6800,-159.2578,58052.427,0.6350,1,5675
203.279,0.005000,0.004400,-3729.3750,-1132.5560,-159.2566,58061.936,0.6350,1,5675
203.480,0.005000,0.004400,-3729.3750,-1132.4360,-159.2566,58071.293,0.6350,1,5675
203.680,0.010000,0.004400,-3729.3800,-1132.3040,-159.2566,58081.181,0.6350,1,5675
203.881,0.005000,-0.000600,-3729.3750,-1132.1720,-159.2553,58090.975,0.6350,1,5675
204.082,0.005000,-0.000600,-3729.3750,-1132.0480,-159.2540,58100.571,0.6350,1,5675
204.283,0.005000,-0.000600,-3729.3750,-1131.9240,-159.2528,58109.886,0.6350,1,5675
204.484,0.005000,-0.000600,-3729.3750,-1131.7920,-159.2502,58119.869,0.6350,1,5675
204.684,0.005000,-0.000600,-3729.3750,-1131.6680,-159.2489,58129.085,0.6350,1,5675
204.885,0.005000,-0.005600,-3729.3750,-1131.5360,-159.2489,58138.974,0.6350,1,5675
205.085,0.010000,-0.005600,-3729.3800,-1131.4040,-159.2489,58148.382,0.6350,1,5675
205.286,0.005000,-0.005600,-3729.3750,-1131.2720,-159.2477,58158.269,0.6350,1,5675
205.486,0.005000,-0.005600,-3729.3750,-1131.1440,-159.2489,58167.965,0.6350,1,5675
205.687,0.005000,-0.005600,-3729.3750,-1131.0200,-159.2489,58177.279,0.6350,1,5675
205.888,0.005000,-0.005600,-3729.3750,-1130.8880,-159.2477,58187.118,0.6350,1,5675
206.089,0.000000,-0.010600,-3729.3700,-1130.7600,-159.2477,58196.669,0.6350,1,5675
206.290,-0.010000,-0.010600,-3729.3600,-1130.6360,-159.2464,58206.125,0.6350,1,5675
206.492,-0.010000,-0.010600,-3729.3600,-1130.5040,-159.2464,58216.205,0.6350,1,5675
206.692,-0.005000,-0.005600,-3729.3650,-1130.3840,-159.2477,58225.564,0.6350,1,5675
206.894,-0.005000,-0.005600,-3729.3650,-1130.2560,-159.2477,58235.118,0.6350,1,5675
207.096,-0.005000,-0.005600,-3729.3650,-1130.1240,-159.2477,58245.102,0.6350,1,5675
207.297,-0.005000,-0.010600,-3729.3650,-1129.9960,-159.2477,58254.557,0.6350,1,5675
207.499,-0.005000,-0.005600,-3729.3650,-1129.8680,-159.2489,58264.493,0.6350,1,5675
207.699,-0.005000,-0.010600,-3729.3650,-1129.7440,-159.2477,58273.855,0.6350,1,5675
207.900,-0.005000,-0.005600,-3729.3650,-1129.6120,-159.2489,58283.694,0.6350,1,5675
208.102,-0.010000,-0.005600,-3729.3600,-1129.4840,-159.2477,58293.484,0.6350,1,5675
208.303,-0.005000,-0.005600,-3729.3650,-1129.3520,-159.2489,58303.229,0.6350,1,5675
208.505,-0.005000,-0.005600,-3729.3650,-1129.2280,-159.2489,58312.829,0.6350,1,5675
208.705,-0.005000,-0.005600,-3729.3650,-1129.1040,-159.2489,58322.190,0.6350,1,5675
208.906,-0.005000,-0.005600,-3729.3650,-1128.9760,-159.2502,58331.984,0.6350,1,5675
209.107,-0.005000,-0.005600,-3729.3650,-1128.8440,-159.2528,58341.821,0.6350,1,5675
209.307,-0.005000,-0.005600,-3729.3650,-1128.7240,-159.2540,58350.990,0.6350,1,5675
209.509,-0.005000,-0.005600,-3729.3650,-1128.5920,-159.2553,58360.734,0.6350,1,5675
209.710,-0.010000,-0.005600,-3729.3600,-1128.4600,-159.2540,58370.670,0.6350,1,5675
209.911,-0.005000,-0.000600,-3729.3650,-1128.3360,-159.2540,58380.364,0.6350,1,5675
210.112,0.000000,-0.000600,-3729.3700,-1128.2120,-159.2566,58389.678,0.6350,1,5675
210.312,0.000000,-0.000600,-3729.3700,-1128.0800,-159.2578,58399.661,0.6350,1,5675
210.513,-0.005000,-0.000600,-3729.3650,-1127.9520,-159.2578,58409.072,0.6350,1,5675
210.714,-0.005000,-0.000600,-3729.3650,-1127.8280,-159.2578,58418.766,0.6350,1,5675
210.915,0.000000,0.004400,-3729.3700,-1127.7080,-159.2591,58428.222,0.6350,1,5675
211.117,0.000000,0.004400,-3729.3700,-1127.5760,-159.2578,58438.015,0.6350,1,5675
211.318,0.000000,0.004400,-3729.3700,-1127.4480,-159.2578,58447.564,0.6350,1,5675
211.522,0.000000,0.004400,-3729.3700,-1127.3200,-159.2578,58457.405,0.6350,1,5675
211.723,0.000000,0.009400,-3729.3700,-1127.1920,-159.2578,58467.247,0.6350,1,5675
211.925,0.005000,0.004400,-3729.3750,-1127.0680,-159.2578,58476.846,0.6350,1,5675
