t,fe0,fe3,ex,ew,ux,uw,x,y,z,b,vel,spindle_on,spindle_rpm
834.290,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
834.390,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
834.491,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
834.592,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
834.694,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
834.794,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
834.895,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
834.995,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
835.098,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
835.199,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
835.300,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
835.400,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
835.503,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
835.604,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
835.705,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
835.806,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
835.908,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
836.009,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
836.110,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
836.212,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
836.313,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
836.413,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
836.515,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
836.616,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
836.716,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
836.821,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
836.922,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
837.023,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
837.123,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
837.225,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
837.326,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
837.426,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
837.527,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
837.627,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
837.728,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
837.829,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
837.929,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
838.031,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
838.132,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
838.232,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
838.333,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
838.434,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
838.534,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
838.635,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
838.735,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
838.838,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
838.938,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
839.039,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
839.140,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
839.241,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
839.341,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
839.442,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
839.543,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
839.643,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
839.744,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
839.845,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
839.946,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
840.046,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
840.147,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
840.247,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
840.348,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
840.449,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
840.549,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
840.650,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
840.750,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
840.851,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
840.951,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
841.052,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
841.153,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
841.254,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
841.355,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
841.455,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
841.556,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
841.657,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
841.757,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
841.858,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
841.958,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
842.059,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
842.160,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
842.261,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
842.361,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
842.462,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
842.562,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
842.663,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
842.764,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
842.864,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
842.965,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
843.065,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
843.166,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
843.268,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
843.369,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
843.470,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
843.570,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
843.671,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
843.771,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
843.872,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
843.973,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
844.073,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
844.174,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
844.280,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
844.381,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
844.481,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
844.582,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
844.684,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
844.785,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
844.885,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
844.986,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
845.087,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
845.187,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
845.288,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
845.388,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
845.489,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
845.589,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
845.691,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
845.793,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
845.894,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
845.994,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
846.095,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
846.197,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
846.299,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
846.400,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
846.501,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
846.602,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
846.702,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
846.803,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
846.904,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
847.005,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
847.106,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
847.206,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
847.307,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
847.407,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
847.508,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
847.608,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
847.709,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
847.809,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
847.910,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
848.010,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
848.111,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
848.212,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
848.313,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
848.414,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
848.515,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
848.616,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
848.716,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
848.817,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
848.920,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
849.021,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
849.121,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
849.222,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
849.322,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
849.422,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
849.523,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
849.624,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
849.724,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
849.825,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
849.925,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
850.026,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
850.126,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
850.227,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
850.328,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
850.428,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
850.529,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
850.630,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
850.731,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
850.833,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
850.934,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
851.034,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
851.135,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
851.236,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
851.336,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
851.437,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
851.537,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
851.638,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
851.739,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
851.839,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
851.940,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
852.041,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
852.141,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
852.242,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
852.343,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
852.444,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
852.544,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
852.646,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
852.746,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
852.850,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
852.950,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
853.051,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
853.153,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
853.253,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
853.354,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
853.455,0.000000,0.000000,-0.0000000,+0.0000000,+0.000000,+0.000000,-3729.3600,-841.0840,-161.5273,80510.632,0.0000,0,0
